0.052485447,0.17747505,0.2405196,0.32714173,0.2023782
0.07108412,0.1672288,0.25708902,0.32191634,0.18268171
0.14901242,0.21308352,0.2521015,0.22613572,0.15966685
0.039871648,0.072778404,0.12797277,0.2706114,0.48876584
0.13970958,0.21050595,0.25959787,0.24192691,0.14825967
0.078530766,0.1607631,0.2187594,0.2807216,0.26122513
0.008130097,0.013455354,0.037022617,0.14183523,0.7995567
0.11239263,0.26239026,0.26835734,0.23547502,0.12138476
0.103346676,0.17774504,0.22475383,0.26958537,0.22456907
0.034117293,0.08092393,0.17380005,0.2935717,0.417587
0.14783078,0.29328045,0.32392782,0.19666746,0.038293578
0.16733363,0.25549865,0.27813283,0.20784564,0.09118924
0.038167864,0.10046365,0.21782221,0.3580649,0.2854814
0.05609457,0.15391177,0.2445068,0.33196154,0.21352534
0.30314952,0.3065685,0.21491931,0.1152385,0.06012412
0.08526735,0.23859185,0.26393762,0.31008038,0.102122754
0.16881515,0.24006331,0.24369091,0.21681148,0.1306192
0.036192507,0.103331104,0.2080016,0.37012154,0.28235325
0.30518723,0.3489439,0.22682504,0.09712969,0.021914115
0.019982465,0.070379674,0.16429836,0.29982224,0.44551724
0.17437692,0.22460483,0.22975571,0.22372952,0.14753303
1.4861692e-08,2.4852991e-07,4.418375e-06,0.0004028916,0.9995925
0.1959181,0.2304052,0.23682806,0.19178437,0.14506432
0.00065391924,0.0041455445,0.030198045,0.19522901,0.7697735
0.14936872,0.22233187,0.22978313,0.22037596,0.17814036
0.15361357,0.33009923,0.26270935,0.19401069,0.05956709
0.045902688,0.16212164,0.2982031,0.3324301,0.16134241
0.03469521,0.15430208,0.24168403,0.38859344,0.18072522
0.15479888,0.30518097,0.25968233,0.20517693,0.07516094
2.1542446e-05,0.00041390973,0.0034282678,0.08426142,0.9118749
0.18878652,0.26567948,0.25277156,0.18557735,0.107185185
0.11735722,0.23983908,0.24592893,0.2512957,0.14557901
0.08637536,0.39622468,0.2883417,0.17994548,0.049112774
0.21771489,0.32546374,0.26036733,0.15906516,0.037388977
0.023937298,0.08211287,0.16641909,0.3518534,0.3756773
0.30970183,0.3088311,0.22021095,0.115226276,0.046029773
0.10172937,0.18678923,0.28673556,0.2911544,0.13359144
0.12956296,0.19489986,0.25625524,0.25885436,0.16042759
0.019226609,0.07459839,0.15611826,0.30897778,0.441079
0.2152482,0.2627683,0.25861165,0.16854274,0.09482902
0.14352725,0.23477063,0.25158283,0.24493068,0.12518854
0.16958006,0.26675358,0.2887289,0.2085519,0.066385604
0.22462866,0.25922632,0.23017122,0.16975707,0.116216674
0.083685465,0.159171,0.23583008,0.306383,0.21493047
0.3002861,0.28145215,0.23006843,0.12933864,0.05885466
0.17933445,0.32545236,0.268714,0.17380862,0.052690517
0.14104353,0.28932783,0.2704518,0.22725597,0.07192073
0.21969335,0.23377675,0.22189072,0.18000317,0.14463598
0.044047978,0.09908969,0.17016561,0.316164,0.37053272
0.21508381,0.2807566,0.24920031,0.17023426,0.08472503
0.0025088226,0.010877394,0.045161963,0.1770434,0.76440847
0.03711855,0.09141542,0.18268242,0.33141136,0.35737222
0.29021478,0.34535342,0.22259516,0.116531365,0.025305236
0.06302853,0.18507269,0.26603037,0.3181367,0.16773173
0.26439598,0.28525022,0.22957124,0.14686613,0.073916405
0.01819971,0.08895312,0.18849105,0.42883158,0.27552465
0.15232675,0.25592932,0.27142617,0.21827358,0.10204411
0.34927198,0.25869855,0.20509753,0.13151748,0.055414353
0.07493708,0.12681223,0.21836954,0.3131983,0.26668286
0.065824024,0.1906806,0.23435886,0.31325898,0.19587752
0.2934731,0.24231833,0.22380413,0.15184037,0.08856406
0.13999163,0.19202222,0.24367057,0.2574489,0.16686675
0.30645,0.32111907,0.21836105,0.11386504,0.04020478
0.13632202,0.19668894,0.22624989,0.21812901,0.22261015
0.32983184,0.31085962,0.213917,0.10555207,0.03983952
0.014895353,0.047338203,0.10670138,0.31916016,0.5119049
0.19404605,0.27016038,0.25947607,0.19715954,0.07915794
0.334121,0.31122136,0.21721101,0.10233173,0.03511485
1.0611908e-10,2.2922717e-09,2.9018042e-07,0.00012645946,0.9998733
0.15994883,0.34209844,0.2697411,0.1858792,0.042332467
0.019873846,0.091624625,0.1778746,0.3567576,0.3538693
0.24935083,0.25691482,0.22614974,0.16542616,0.10215848
0.16703579,0.25674397,0.25248063,0.19229332,0.13144629
0.072863005,0.16083054,0.26393643,0.3304182,0.17195186
0.22154933,0.2629013,0.2221346,0.1798475,0.11356724
0.28386268,0.32402998,0.23118648,0.114346676,0.046574265
0.1957041,0.28611696,0.24773468,0.18562211,0.084822126
0.16349803,0.23464027,0.2501407,0.21462303,0.13709797
0.010147572,0.018007794,0.0377219,0.15604427,0.77807844
0.14357442,0.23659354,0.28180566,0.24008308,0.09794327
0.08433449,0.2197849,0.2744219,0.30942667,0.11203205
0.1743413,0.24199395,0.26562667,0.22366811,0.09437
0.09744006,0.19424516,0.24079607,0.2628729,0.20464574
0.015577389,0.049827646,0.097313225,0.253291,0.58399075
0.088302135,0.1646481,0.23449112,0.2835932,0.22896543
0.20203651,0.25145698,0.23089123,0.18476805,0.13084729
